id,name,score,matchup,stage,year
W5,LA Clippers,4,11,First Round,2011-12
W1,San Antonio,2,12,Conference Finals,2011-12
W2,Oklahoma City,4,12,Conference Finals,2011-12
W3,LA Lakers,4,13,First Round,2011-12
W6,Denver,3,13,First Round,2011-12
W3,LA Lakers,1,14,Conference Semifinals,2011-12
W2,Oklahoma City,4,14,Conference Semifinals,2011-12
W2,Oklahoma City,4,15,First Round,2011-12
W7,Dallas,0,15,First Round,2011-12
E1,Miami,4,1,First Round,2012-13
E8,Milwaukee,0,1,First Round,2012-13
E1,Miami,4,2,Conference Semifinals,2012-13
E5,Chicago,1,2,Conference Semifinals,2012-13
E4,Brooklyn,3,3,First Round,2012-13
E5,Chicago,4,3,First Round,2012-13
E1,Miami,4,4,Conference Finals,2012-13
E3,Indiana,3,4,Conference Finals,2012-13
E3,Indiana,4,5,First Round,2012-13
E6,Atlanta,2,5,First Round,2012-13
E3,Indiana,4,6,Conference Semifinals,2012-13
E2,New York,2,6,Conference Semifinals,2012-13
E2,New York,4,7,First Round,2012-13
E7,Boston,2,7,First Round,2012-13
E1,Miami,4,8,NBA Finals,2012-13
W2,San Antonio,3,8,NBA Finals,2012-13
W1,Oklahoma City,4,9,First Round,2012-13
W8,Houston,2,9,First Round,2012-13
W1,Oklahoma City,1,10,Conference Semifinals,2012-13
W5,Memphis,4,10,Conference Semifinals,2012-13
W4,LA Clippers,2,11,First Round,2012-13
W5,Memphis,4,11,First Round,2012-13
W5,Memphis,0,12,Conference Finals,2012-13
W2,San Antonio,4,12,Conference Finals,2012-13
W3,Denver,2,13,First Round,2012-13
W6,Golden State,4,13,First Round,2012-13
W6,Golden State,2,14,Conference Semifinals,2012-13
W2,San Antonio,4,14,Conference Semifinals,2012-13
W2,San Antonio,4,15,First Round,2012-13
W7,LA Lakers,0,15,First Round,2012-13
E1,Indiana,4,1,First Round,2013-14
E8,Atlanta,3,1,First Round,2013-14
E1,Indiana,4,2,Conference Semifinals,2013-14
E5,Washington,2,2,Conference Semifinals,2013-14
E4,Chicago,1,3,First Round,2013-14
E5,Washington,4,3,First Round,2013-14
E1,Indiana,2,4,Conference Finals,2013-14
E2,Miami,4,4,Conference Finals,2013-14
E3,Toronto,3,5,First Round,2013-14
E6,Brooklyn,4,5,First Round,2013-14
E6,Brooklyn,1,6,Conference Semifinals,2013-14
E2,Miami,4,6,Conference Semifinals,2013-14
E2,Miami,4,7,First Round,2013-14
E7,Charlotte,0,7,First Round,2013-14
E2,Miami,1,8,NBA Finals,2013-14
W1,San Antonio,4,8,NBA Finals,2013-14
W1,San Antonio,4,9,First Round,2013-14
W8,Dallas,3,9,First Round,2013-14
W1,San Antonio,4,10,Conference Semifinals,2013-14
W5,Portland,1,10,Conference Semifinals,2013-14
W4,Houston,2,11,First Round,2013-14
W5,Portland,4,11,First Round,2013-14
W1,San Antonio,4,12,Conference Finals,2013-14
W2,Oklahoma City,2,12,Conference Finals,2013-14
W3,LA Clippers,4,13,First Round,2013-14
W6,Golden State,3,13,First Round,2013-14
W3,LA Clippers,2,14,Conference Semifinals,2013-14
W2,Oklahoma City,4,14,Conference Semifinals,2013-14
W2,Oklahoma City,4,15,First Round,2013-14
W7,Memphis,3,15,First Round,2013-14
E1,Atlanta,4,1,First Round,2014-15
E8,Brooklyn,2,1,First Round,2014-15
E1,Atlanta,4,2,Conference Semifinals,2014-15
E5,Washington,2,2,Conference Semifinals,2014-15
E4,Toronto,0,3,First Round,2014-15
E5,Washington,4,3,First Round,2014-15
E1,Atlanta,0,4,Conference Finals,2014-15
E2,Cleveland,4,4,Conference Finals,2014-15
E3,Chicago,4,5,First Round,2014-15
E6,Milwaukee,2,5,First Round,2014-15
E3,Chicago,2,6,Conference Semifinals,2014-15
E2,Cleveland,4,6,Conference Semifinals,2014-15
E2,Cleveland,4,7,First Round,2014-15
E7,Boston,0,7,First Round,2014-15
E2,Cleveland,2,8,NBA Finals,2014-15
W1,Golden State,4,8,NBA Finals,2014-15
W1,Golden State,4,9,First Round,2014-15
W8,New Orleans,0,9,First Round,2014-15
W1,Golden State,4,10,Conference Semifinals,2014-15
W5,Memphis,2,10,Conference Semifinals,2014-15
W4,Portland,1,11,First Round,2014-15
W5,Memphis,4,11,First Round,2014-15
W1,Golden State,4,12,Conference Finals,2014-15
W2,Houston,1,12,Conference Finals,2014-15
W3,LA Clippers,4,13,First Round,2014-15
W6,San Antonio,3,13,First Round,2014-15
W3,LA Clippers,3,14,Conference Semifinals,2014-15
W2,Houston,4,14,Conference Semifinals,2014-15
W2,Houston,4,15,First Round,2014-15
W7,Dallas,1,15,First Round,2014-15
E1,Cleveland,4,1,First Round,2015-16
E8,Detroit,0,1,First Round,2015-16
E1,Cleveland,4,2,Conference Semifinals,2015-16
E4,Atlanta,0,2,Conference Semifinals,2015-16
E4,Atlanta,4,3,First Round,2015-16
E5,Boston,2,3,First Round,2015-16
E1,Cleveland,4,4,Conference Finals,2015-16
E2,Toronto,2,4,Conference Finals,2015-16
E3,Miami,4,5,First Round,2015-16
E6,Charlotte,3,5,First Round,2015-16
E3,Miami,3,6,Conference Semifinals,2015-16
E2,Toronto,4,6,Conference Semifinals,2015-16
E2,Toronto,4,7,First Round,2015-16
E7,Indiana,3,7,First Round,2015-16
E1,Cleveland,4,8,NBA Finals,2015-16
W1,Golden State,3,8,NBA Finals,2015-16
W1,Golden State,4,9,First Round,2015-16
W8,Houston,1,9,First Round,2015-16
W1,Golden State,4,10,Conference Semifinals,2015-16
W5,Portland,1,10,Conference Semifinals,2015-16
W4,LA Clippers,2,11,First Round,2015-16
W5,Portland,4,11,First Round,2015-16
W1,Golden State,4,12,Conference Finals,2015-16
W3,Oklahoma City,3,12,Conference Finals,2015-16
W3,Oklahoma City,4,13,First Round,2015-16
W6,Dallas,1,13,First Round,2015-16
W3,Oklahoma City,4,14,Conference Semifinals,2015-16
W2,San Antonio,2,14,Conference Semifinals,2015-16
W2,San Antonio,4,15,First Round,2015-16
W7,Memphis,0,15,First Round,2015-16
E1,Boston,4,1,First Round,2016-17
E8,Chicago,2,1,First Round,2016-17
E1,Boston,4,2,Conference Semifinals,2016-17
E4,Washington,3,2,Conference Semifinals,2016-17
E4,Washington,4,3,First Round,2016-17
E5,Atlanta,2,3,First Round,2016-17
E1,Boston,1,4,Conference Finals,2016-17
E2,Cleveland,4,4,Conference Finals,2016-17
E3,Toronto,4,5,First Round,2016-17
E6,Milwaukee,2,5,First Round,2016-17
E3,Toronto,0,6,Conference Semifinals,2016-17
E2,Cleveland,4,6,Conference Semifinals,2016-17
E2,Cleveland,4,7,First Round,2016-17
E7,Indiana,0,7,First Round,2016-17
E2,Cleveland,1,8,NBA Finals,2016-17
W1,Golden State,4,8,NBA Finals,2016-17
W1,Golden State,4,9,First Round,2016-17
W8,Portland,0,9,First Round,2016-17
W1,Golden State,4,10,Conference Semifinals,2016-17
W5,Utah,0,10,Conference Semifinals,2016-17
W4,LA Clippers,3,11,First Round,2016-17
W5,Utah,4,11,First Round,2016-17
W1,Golden State,4,12,Conference Finals,2016-17
W2,San Antonio,0,12,Conference Finals,2016-17
W3,Houston,4,13,First Round,2016-17
W6,Oklahoma City,1,13,First Round,2016-17
W3,Houston,2,14,Conference Semifinals,2016-17
W2,San Antonio,4,14,Conference Semifinals,2016-17
W2,San Antonio,4,15,First Round,2016-17
W7,Memphis,2,15,First Round,2016-17
E1,Toronto,4,1,First Round,2017-18
E8,Washington,2,1,First Round,2017-18
E1,Toronto,0,2,Conference Semifinals,2017-18
E4,Cleveland,4,2,Conference Semifinals,2017-18
E4,Cleveland,4,3,First Round,2017-18
E5,Indiana,3,3,First Round,2017-18
E4,Cleveland,4,4,Conference Finals,2017-18
E2,Boston,3,4,Conference Finals,2017-18
E3,Philadelphia,4,5,First Round,2017-18
E6,Miami,1,5,First Round,2017-18
E3,Philadelphia,1,6,Conference Semifinals,2017-18
E2,Boston,4,6,Conference Semifinals,2017-18
E2,Boston,4,7,First Round,2017-18
E7,Milwaukee,3,7,First Round,2017-18
E4,Cleveland,0,8,NBA Finals,2017-18
W2,Golden State,4,8,NBA Finals,2017-18
W1,Houston,4,9,First Round,2017-18
W8,Minnesota,1,9,First Round,2017-18
W1,Houston,4,10,Conference Semifinals,2017-18
W5,Utah,1,10,Conference Semifinals,2017-18
W4,Oklahoma City,2,11,First Round,2017-18
W5,Utah,4,11,First Round,2017-18
W1,Houston,3,12,Conference Finals,2017-18
W2,Golden State,4,12,Conference Finals,2017-18
W3,Portland,0,13,First Round,2017-18
W6,New Orleans,4,13,First Round,2017-18
W6,New Orleans,1,14,Conference Semifinals,2017-18
W2,Golden State,4,14,Conference Semifinals,2017-18
W2,Golden State,4,15,First Round,2017-18
W7,San Antonio,1,15,First Round,2017-18
E1,Milwaukee,4,1,First Round,2018-19
E8,Detroit,0,1,First Round,2018-19
E1,Milwaukee,4,2,Conference Semifinals,2018-19
E4,Boston,1,2,Conference Semifinals,2018-19
E4,Boston,4,3,First Round,2018-19
E5,Indiana,0,3,First Round,2018-19
E1,Milwaukee,2,4,Conference Finals,2018-19
E2,Toronto,4,4,Conference Finals,2018-19
E3,Philadelphia,4,5,First Round,2018-19
E6,Brooklyn,1,5,First Round,2018-19
E3,Philadelphia,3,6,Conference Semifinals,2018-19
E2,Toronto,4,6,Conference Semifinals,2018-19
E2,Toronto,4,7,First Round,2018-19
E7,Orlando,1,7,First Round,2018-19
E2,Toronto,4,8,NBA Finals,2018-19
W1,Golden State,2,8,NBA Finals,2018-19
W1,Golden State,4,9,First Round,2018-19
W8,LA Clippers,2,9,First Round,2018-19
W1,Golden State,4,10,Conference Semifinals,2018-19
W4,Houston,2,10,Conference Semifinals,2018-19
W4,Houston,4,11,First Round,2018-19
W5,Utah,1,11,First Round,2018-19
W1,Golden State,4,12,Conference Finals,2018-19
W3,Portland,0,12,Conference Finals,2018-19
W3,Portland,4,13,First Round,2018-19
W6,Oklahoma City,1,13,First Round,2018-19
W3,Portland,4,14,Conference Semifinals,2018-19
W2,Denver,3,14,Conference Semifinals,2018-19
W2,Denver,4,15,First Round,2018-19
W7,San Antonio,3,15,First Round,2018-19
